file,dir,iri,method
patterns-repository/Time_indexed_person_role/timeindexedpersonrole.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/timeindexedpersonrole.owl,xml:base
patterns-repository/Time_indexed_person_role/timeindexedpersonrole.owl,patterns-repository/Time_indexed_person_role,http://www.ontologydesignpatterns.org/cp/owl/timeindexedpersonrole.owl,xmlns (default namespace)
patterns-repository/Topic/ontopic.owl,patterns-repository/Topic,http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl,xml:base
patterns-repository/Topic/ontopic.owl,patterns-repository/Topic,http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl,xmlns (default namespace)
patterns-repository/Topic/topic.owl,patterns-repository/Topic,http://www.ontologydesignpatterns.org/cp/owl/topic.owl,owl:Ontology IRI/rdf:about
patterns-repository/Topic/topic.owl,patterns-repository/Topic,http://www.ontologydesignpatterns.org/cp/owl/topic.owl,xml:base
patterns-repository/Topic/topic.owl,patterns-repository/Topic,http://www.ontologydesignpatterns.org/cp/owl/topic.owl,xmlns (default namespace)
patterns-repository/Trajectory/trajectory.owl,patterns-repository/Trajectory,http://w3id.org/daselab/onto/trajectory,owl:Ontology IRI/rdf:about
patterns-repository/Trajectory/trajectory.owl,patterns-repository/Trajectory,http://w3id.org/daselab/onto/trajectory,xml:base
patterns-repository/Trajectory/trajectory.owl,patterns-repository/Trajectory,http://w3id.org/daselab/onto/trajectory,xmlns (default namespace)
patterns-repository/Transition/transition.owl,patterns-repository/Transition,http://www.ontologydesignpatterns.org/cp/owl/transition.owl,owl:Ontology IRI/rdf:about
patterns-repository/Transition/transition.owl,patterns-repository/Transition,http://www.ontologydesignpatterns.org/cp/owl/transition.owl,xml:base
patterns-repository/Transition/transition.owl,patterns-repository/Transition,http://www.ontologydesignpatterns.org/cp/owl/transition.owl,xmlns (default namespace)
patterns-repository/TransportPattern/TransportPattern.owl,patterns-repository/TransportPattern,http://www.descartes-core.org/patterns/owl/transportPattern,owl:Ontology IRI/rdf:about
patterns-repository/TransportPattern/TransportPattern.owl,patterns-repository/TransportPattern,http://www.descartes-core.org/patterns/owl/transportPattern,xml:base
patterns-repository/TransportPattern/TransportPattern.owl,patterns-repository/TransportPattern,http://www.descartes-core.org/patterns/owl/transportPattern,xmlns (default namespace)
patterns-repository/Types_of_entities/typesofentities.owl,patterns-repository/Types_of_entities,http://www.ontologydesignpatterns.org/cp/owl/typesofentities.owl,owl:Ontology IRI/rdf:about
patterns-repository/Types_of_entities/typesofentities.owl,patterns-repository/Types_of_entities,http://www.ontologydesignpatterns.org/cp/owl/typesofentities.owl,xml:base
patterns-repository/Types_of_entities/typesofentities.owl,patterns-repository/Types_of_entities,http://www.ontologydesignpatterns.org/cp/owl/typesofentities.owl,xmlns (default namespace)
patterns-repository/VerticalDistribution/aquaticresources.owl,patterns-repository/VerticalDistribution,http://www.ontologydesignpatterns.org/cp/owl/fsdas/aquaticresources.owl,xml:base
patterns-repository/VerticalDistribution/aquaticresources.owl,patterns-repository/VerticalDistribution,http://www.ontologydesignpatterns.org/cp/owl/fsdas/aquaticresources.owl,xmlns (default namespace)
patterns-repository/VerticalDistribution/cpannotationschema.owl,patterns-repository/VerticalDistribution,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/VerticalDistribution/cpannotationschema.owl,patterns-repository/VerticalDistribution,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/VerticalDistribution/observation.owl,patterns-repository/VerticalDistribution,http://www.ontologydesignpatterns.org/cp/owl/observation.owl,owl:Ontology IRI/rdf:about
patterns-repository/VerticalDistribution/observation.owl,patterns-repository/VerticalDistribution,http://www.ontologydesignpatterns.org/cp/owl/observation.owl,xml:base
patterns-repository/VerticalDistribution/observation.owl,patterns-repository/VerticalDistribution,http://www.ontologydesignpatterns.org/cp/owl/observation.owl,xmlns (default namespace)
patterns-repository/VerticalDistribution/verticaldistribution.owl,patterns-repository/VerticalDistribution,http://www.ontologydesignpatterns.org/cp/owl/fsdas/verticaldistribution.owl,xml:base
patterns-repository/VerticalDistribution/verticaldistribution.owl,patterns-repository/VerticalDistribution,http://www.ontologydesignpatterns.org/cp/owl/fsdas/verticaldistribution.owl,xmlns (default namespace)
patterns-repository/VesselSpecies/cpannotationschema.owl,patterns-repository/VesselSpecies,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/VesselSpecies/cpannotationschema.owl,patterns-repository/VesselSpecies,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/VesselSpecies/gearspecies.owl,patterns-repository/VesselSpecies,http://www.ontologydesignpatterns.org/cp/owl/fsdas/gearspecies.owl,xml:base
patterns-repository/VesselSpecies/gearspecies.owl,patterns-repository/VesselSpecies,http://www.ontologydesignpatterns.org/cp/owl/fsdas/gearspecies.owl,xmlns (default namespace)
patterns-repository/VesselSpecies/gearvessel.owl,patterns-repository/VesselSpecies,http://www.ontologydesignpatterns.org/cp/owl/fsdas/gearvessel.owl,xml:base
patterns-repository/VesselSpecies/gearvessel.owl,patterns-repository/VesselSpecies,http://www.ontologydesignpatterns.org/cp/owl/fsdas/gearvessel.owl,xmlns (default namespace)
patterns-repository/VesselSpecies/vesselspecies.owl,patterns-repository/VesselSpecies,http://www.ontologydesignpatterns.org/cp/owl/fsdas/vesselspecies.owl,xml:base
patterns-repository/VesselSpecies/vesselspecies.owl,patterns-repository/VesselSpecies,http://www.ontologydesignpatterns.org/cp/owl/fsdas/vesselspecies.owl,xmlns (default namespace)
patterns-repository/VesselWaterArea/cpannotationschema.owl,patterns-repository/VesselWaterArea,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xml:base
patterns-repository/VesselWaterArea/cpannotationschema.owl,patterns-repository/VesselWaterArea,http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl,xmlns (default namespace)
patterns-repository/VesselWaterArea/vesselwaterarea.owl,patterns-repository/VesselWaterArea,http://www.ontologydesignpatterns.org/cp/owl/fsdas/vesselwaterarea.owl,xml:base
patterns-repository/VesselWaterArea/vesselwaterarea.owl,patterns-repository/VesselWaterArea,http://www.ontologydesignpatterns.org/cp/owl/fsdas/vesselwaterarea.owl,xmlns (default namespace)
patterns-repository/WinstonPartWhole/WinstonPartWhole.owl,patterns-repository/WinstonPartWhole,http://daselab.org/WinstonPartWhole,Turtle @base
